,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,"two , operation moved","['two', ',', 'operation', 'moved']","[(14, 2418), (19, 1029), (21, 458), (0, 385), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (23, 95), (29, 77), (13, 74), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (10, 14), (15, 14), (6, 11), (26, 5), (9, 3), (28, 2), (25, 2), (2, 1)]","[(2, 1.0), (26, 1.0), (9, 0.75), (10, 0.75), (28, 0.75), (0, 0.5), (1, 0.5), (3, 0.5), (5, 0.5), (7, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (16, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (29, 0.5), (30, 0.5), (25, 0.5), (4, 0.25), (6, 0.25), (8, 0.25), (15, 0.25), (17, 0.25), (18, 0.25), (27, 0.25)]","[(28, 0.004925125925500236), (25, 0.004853665218078224), (10, 0.0036171984762457077), (9, 0.0024898241658311104), (26, 0.0017793736652864044), (2, 0.0002723081650775761), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05)]","[(26, 11), (25, 4), (2, 1), (7, 1), (10, 1), (21, 1), (0, 0), (1, 0), (3, 0), (5, 0), (9, 0), (11, 0), (12, 0), (13, 0), (14, 0), (16, 0), (19, 0), (20, 0), (22, 0), (23, 0), (24, 0), (28, 0), (29, 0), (30, 0)]",26
0,could also use blockchain,"['could', 'also', 'use', 'blockchain']","[(5, 154), (7, 78), (2, 38), (10, 29), (27, 22), (14, 20), (12, 17), (19, 16), (8, 14), (6, 14), (1, 12), (4, 7), (0, 6), (20, 5), (11, 5), (13, 5), (28, 4), (26, 4), (21, 3), (23, 3), (9, 3), (3, 2), (18, 2), (30, 2), (15, 2), (16, 1), (24, 1), (17, 1), (22, 1), (25, 1)]","[(1, 1.0), (2, 1.0), (4, 1.0), (5, 1.0), (8, 1.0), (12, 1.0), (27, 1.0), (28, 1.0), (30, 1.0), (0, 0.75), (3, 0.75), (10, 0.75), (14, 0.75), (19, 0.75), (20, 0.75), (21, 0.75), (23, 0.75), (24, 0.75), (7, 0.75), (13, 0.75), (18, 0.5), (9, 0.5), (11, 0.5), (22, 0.5), (26, 0.5), (6, 0.5), (16, 0.25), (15, 0.25), (17, 0.25), (25, 0.25)]","[(27, 0.046818421723372826), (6, 0.041772387517011185), (7, 0.037150288059757064), (8, 0.03706025843734834), (5, 0.036764754589483854), (4, 0.01761705038760906), (13, 0.005339907207630581), (1, 0.004510487854341467), (2, 0.0038526644855800835), (12, 0.0036827773211907315), (28, 0.003667450525705311), (3, 0.002343505835251639), (30, 0.0008960463487726856), (10, 0.0008827094312833762), (18, 0.0008426913558447829), (16, 0.0005852340319378396), (22, 0.0005449529431360875), (23, 0.000474325757575004), (15, 0.0004028656043293041), (19, 0.00035441899861032654), (11, 0.0003532600519835776), (0, 0.0002996670754998164), (20, 0.0002987913437178103), (9, 0.00029332166611423287), (25, 0.0002859007451339793), (14, 0.0002204429769975549), (17, 0.000157462899063568), (26, 0.00013106147388714691), (21, 0.00012615244394572177), (24, 8.315703315089794e-05)]","[(7, 3), (27, 3), (5, 2), (2, 1), (8, 1), (21, 1), (23, 1), (0, 0), (1, 0), (3, 0), (4, 0), (6, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (18, 0), (19, 0), (20, 0), (22, 0), (24, 0), (26, 0), (28, 0), (30, 0)]",27
0,system . compete risk,"['system', '.', 'compete', 'risk']","[(19, 814), (10, 409), (21, 351), (12, 214), (0, 198), (9, 145), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (17, 46), (16, 46), (22, 37), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (1, 8), (28, 3), (5, 2), (11, 2), (2, 1), (7, 1), (13, 1), (14, 1), (20, 1), (24, 1), (3, 1)]","[(1, 1.0), (2, 1.0), (13, 1.0), (28, 1.0), (5, 0.75), (7, 0.75), (11, 0.75), (14, 0.75), (20, 0.75), (24, 0.75), (3, 0.75), (0, 0.5), (6, 0.5), (9, 0.5), (12, 0.5), (17, 0.5), (19, 0.5), (21, 0.5), (23, 0.5), (29, 0.5), (30, 0.5), (4, 0.25), (8, 0.25), (10, 0.25), (15, 0.25), (16, 0.25), (18, 0.25), (22, 0.25), (25, 0.25), (26, 0.25), (27, 0.25)]","[(1, 0.0035850502294391606), (28, 0.003279355608502295), (3, 0.0013970084396093894), (13, 0.001273288134994536), (11, 0.0006812657148736806), (5, 0.0005692511706079504), (7, 0.000567845997668984), (24, 0.00040092302623956534), (20, 0.0002881111198860444), (2, 0.00012087613892463307), (14, 5.3140824114505014e-05), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(1, 5), (12, 4), (13, 4), (28, 4), (3, 3), (21, 2), (23, 2), (0, 1), (9, 1), (14, 1), (19, 1), (24, 1), (29, 1), (2, 0), (5, 0), (6, 0), (7, 0), (11, 0), (17, 0), (20, 0), (30, 0)]",28
0,"group mbe78-27 , iece","['group', 'mbe78-27', ',', 'iece']","[(14, 2418), (26, 1142), (19, 1029), (2, 446), (10, 436), (0, 385), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (23, 95), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (4, 19), (8, 16), (15, 14), (6, 11), (21, 3), (29, 3), (22, 1)]","[(21, 1.0), (29, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (4, 0.5), (5, 0.5), (7, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (19, 0.5), (24, 0.5), (28, 0.5), (30, 0.5), (22, 0.5), (3, 0.25), (6, 0.25), (8, 0.25), (9, 0.25), (10, 0.25), (16, 0.25), (17, 0.25), (18, 0.25), (20, 0.25), (23, 0.25), (25, 0.25), (26, 0.25), (27, 0.25)]","[(29, 0.010051927266053284), (22, 0.005918901334325791), (21, 0.0013701804498968048), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(21, 5), (29, 4), (0, 1), (1, 1), (7, 1), (15, 1), (2, 0), (4, 0), (5, 0), (11, 0), (12, 0), (13, 0), (14, 0), (19, 0), (22, 0), (24, 0), (28, 0), (30, 0)]",29
0,hours 5 a.m. 11,"['hours', '5', 'a.m.', '11']","[(10, 8), (19, 8), (26, 8), (2, 7), (0, 4), (14, 4), (20, 3), (25, 3), (11, 2), (30, 2), (18, 2), (28, 2), (5, 1), (16, 1), (9, 1), (12, 1), (13, 1), (21, 1), (22, 1), (24, 1)]","[(30, 1.0), (2, 0.75), (11, 0.75), (5, 0.5), (16, 0.5), (0, 0.5), (9, 0.5), (10, 0.5), (12, 0.5), (14, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (24, 0.5), (26, 0.5), (13, 0.25), (18, 0.25), (22, 0.25), (25, 0.25), (28, 0.25)]","[(18, 0.0026774009534526245), (25, 0.0017486886387064078), (22, 0.001111053441343919), (26, 0.001059995619668222), (10, 0.0009847109860626395), (28, 0.0009245090937476326), (30, 0.0008960463487726856), (0, 0.0008078798901704884), (20, 0.0007249670848544941), (19, 0.0007166152167219498), (2, 0.0007097013526068574), (16, 0.0005852340319378396), (11, 0.0005714175136299653), (13, 0.0005384441031851219), (9, 0.0003953865719311168), (24, 0.0003362776576145362), (12, 0.000216633960070043), (14, 0.00017828930430405183), (21, 0.0001700487489151454), (5, 0.00012036157709362225)]","[(30, 3), (0, 0), (2, 0), (5, 0), (9, 0), (10, 0), (11, 0), (12, 0), (14, 0), (16, 0), (19, 0), (20, 0), (21, 0), (24, 0), (26, 0)]",30
0,wiebe et,"['wiebe', 'et']","[(14, 129), (19, 12), (9, 9), (0, 8), (10, 5), (11, 2), (21, 2)]","[(0, 1.0), (9, 0.5), (10, 0.5), (11, 0.5), (14, 0.5), (19, 0.5), (21, 0.5)]","[(14, 0.009844855541251824), (9, 0.006092825833764949), (0, 0.0027665029140519146), (19, 0.0018404822079091893), (10, 0.001053763469973524), (11, 0.0009783807196042432), (21, 0.0005823147291181541)]","[(0, 1)]",0
0,credit card,"['credit', 'card']","[(17, 6), (1, 1), (4, 1), (5, 1), (12, 1), (13, 1), (24, 1)]","[(1, 1.0), (12, 1.0), (13, 1.0), (4, 0.5), (5, 0.5), (24, 0.5), (17, 0.5)]","[(17, 0.014024200890285724), (4, 0.004755253495472551), (13, 0.0025156161908569106), (1, 0.0008853662178210685), (24, 0.0006353843748791751), (12, 0.0005102784339238194), (5, 0.00045107573712896074)]","[(1, 1), (13, 1), (12, 0)]",1
0,"21,000,000 [","['21,000,000', '[']","[(26, 411), (2, 407), (19, 179), (12, 129), (0, 116), (10, 98), (30, 93), (9, 79), (11, 43), (20, 37), (25, 25), (24, 15), (18, 14), (21, 9), (22, 9), (14, 4), (23, 2)]","[(2, 1.0), (0, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (14, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (30, 0.5)]","[(26, 0.03764327224321706), (30, 0.028801485666251774), (2, 0.028523542715727684), (18, 0.025696028052242383), (9, 0.02159138344631725), (25, 0.019979553864093735), (12, 0.01931735727344847), (0, 0.016194824977198322), (22, 0.013709827874863911), (19, 0.011083592061884891), (11, 0.00849226367796221), (10, 0.008338277319475874), (20, 0.006180594079839383), (24, 0.0034867494078856063), (21, 0.0010579068121222839), (23, 0.0008839260649151335), (14, 0.00012324143697687386)]","[(2, 1)]",2
0,", wired","[',', 'wired']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (2, 446), (0, 385), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (25, 67), (17, 51), (16, 43), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (3, 3), (30, 2), (10, 1), (28, 1)]","[(3, 1.0), (10, 1.0), (28, 1.0), (30, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (29, 0.5)]","[(3, 0.008280145599865054), (28, 0.002159657828053504), (30, 0.0021106253489852097), (10, 0.00028993421649655066), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (24, -2.0111196352063648e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(3, 1), (30, 1), (10, 0), (28, 0)]",3
0,immutable blockchains,"['immutable', 'blockchains']","[(7, 14), (5, 3), (4, 2), (12, 2), (13, 2), (28, 2), (2, 1), (8, 1)]","[(4, 1.0), (7, 1.0), (2, 0.5), (5, 0.5), (8, 0.5), (12, 0.5), (13, 0.5), (28, 0.5)]","[(7, 0.01039284158401991), (4, 0.007845196773361615), (8, 0.004125903790868532), (13, 0.003329142542201423), (28, 0.0028580706302109363), (5, 0.001116274217820906), (12, 0.0006752976264495401), (2, 0.00015802153706269013)]","[(4, 1), (7, 0)]",4
0,", notice","[',', 'notice']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (10, 10), (5, 2), (0, 1), (2, 1), (16, 1), (23, 1)]","[(0, 1.0), (2, 1.0), (5, 1.0), (10, 1.0), (16, 1.0), (23, 1.0), (1, 0.5), (3, 0.5), (4, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5)]","[(10, 0.0023257193874936634), (16, 0.0021932653154251736), (23, 0.0012080725006907438), (5, 0.0009021514742579215), (0, 0.000381614900194936), (2, 0.00019156497617211935), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (17, -1.879881141460476e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (25, -2.877419177518091e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(10, 2), (5, 1), (0, 0), (2, 0), (16, 0), (23, 0)]",5
0,removing need,"['removing', 'need']","[(5, 12), (24, 11), (7, 5), (6, 3), (12, 3), (1, 2), (8, 2), (10, 2), (11, 2), (13, 2), (14, 2), (21, 2), (19, 1), (28, 1), (0, 1), (2, 1), (3, 1), (4, 1), (26, 1), (27, 1), (29, 1)]","[(5, 1.0), (6, 1.0), (19, 1.0), (28, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (7, 0.5), (8, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (21, 0.5), (24, 0.5), (26, 0.5), (27, 0.5), (29, 0.5)]","[(6, 0.004010192676579764), (8, 0.002371882253830714), (24, 0.0016571942625525204), (5, 0.001283438074110213), (4, 0.0011275034481977885), (7, 0.0010668916336484834), (13, 0.0009569217457029202), (27, 0.0009534036510496006), (29, 0.0005588917954428694), (3, 0.000524950998148768), (28, 0.00041075891196223555), (1, 0.0003367867442668719), (12, 0.00029115919882353075), (11, 0.0002559978214071978), (21, 0.000152365330837539), (10, 0.00011028882609249705), (0, 9.048352864113447e-05), (26, 5.936039823412743e-05), (2, 4.542137898508139e-05), (19, 4.013088719985939e-05), (14, 3.9937237128155755e-05)]","[(6, 1), (19, 0), (28, 0), (5, 0)]",6
0,. case,"['.', 'case']","[(20, 255), (11, 165), (9, 145), (15, 66), (29, 61), (28, 57), (16, 46), (13, 40), (22, 37), (6, 28), (27, 28), (4, 25), (25, 20), (14, 16), (18, 15), (10, 11), (21, 8), (5, 5), (19, 5), (12, 4), (0, 3), (2, 3), (7, 3), (24, 3), (26, 3), (30, 3), (1, 2), (3, 2), (8, 1), (17, 1), (23, 1)]","[(0, 1.0), (1, 1.0), (2, 1.0), (3, 1.0), (5, 1.0), (7, 1.0), (8, 1.0), (10, 1.0), (12, 1.0), (14, 1.0), (17, 1.0), (19, 1.0), (21, 1.0), (23, 1.0), (24, 1.0), (26, 1.0), (30, 1.0), (4, 0.5), (6, 0.5), (9, 0.5), (11, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (18, 0.5), (20, 0.5), (22, 0.5), (25, 0.5), (27, 0.5), (28, 0.5), (29, 0.5)]","[(8, 0.0018298347502359016), (3, 0.0016199346776717292), (7, 0.0009876891904729167), (21, 0.0009403616107753634), (10, 0.0009359290868799451), (30, 0.0009290801827823154), (5, 0.000825111077917756), (24, 0.0006973498815771212), (17, 0.0006859266263741437), (12, 0.0005989878224325106), (1, 0.0005196413836167755), (14, 0.0004929657479074954), (23, 0.00044196303245756677), (0, 0.0004188316804447841), (19, 0.0003095975436280696), (26, 0.00027476841053443115), (2, 0.0002102472436048724), (25, -8.589310977665943e-06), (18, -1.4794891156484228e-05), (13, -1.5868567144470165e-05), (11, -1.7511425959155564e-05), (28, -1.9413021912404754e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (27, -2.213431755372052e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(14, 7), (7, 4), (19, 3), (24, 3), (2, 2), (5, 2), (10, 2), (12, 2), (21, 2), (1, 1), (3, 1), (0, 0), (8, 0), (17, 0), (23, 0), (26, 0), (30, 0)]",7
0,blockchain '',"['blockchain', ""''""]","[(7, 78), (21, 55), (2, 44), (12, 23), (1, 22), (27, 22), (30, 21), (20, 21), (6, 14), (16, 14), (24, 9), (5, 6), (13, 6), (28, 6), (0, 5), (3, 4), (14, 4), (22, 3), (8, 2), (9, 2), (4, 1)]","[(1, 1.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, 1.0), (8, 1.0), (12, 1.0), (13, 1.0), (28, 1.0), (30, 1.0), (6, 0.5), (7, 0.5), (27, 0.5), (0, 0.5), (9, 0.5), (14, 0.5), (16, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (24, 0.5)]","[(27, 0.046818421723372826), (6, 0.041772387517011185), (7, 0.037150288059757064), (16, 0.010164225446740562), (30, 0.005884551574428747), (21, 0.005849647961486581), (1, 0.005172000431402681), (22, 0.004134974964192499), (13, 0.0040078232125260625), (28, 0.003440718344016567), (8, 0.00331134173961757), (20, 0.003174021973627306), (12, 0.0031163625353885912), (3, 0.00293149822022824), (2, 0.002790126342022464), (24, 0.001892928120710896), (4, 0.0015740870878182072), (5, 0.0008958922935891363), (0, 0.0006316120554748563), (9, 0.0004945902051887809), (14, 0.00011151130293578675)]","[(8, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (12, 0), (13, 0), (28, 0), (30, 0)]",8
0,results tdnn,"['results', 'tdnn']","[(14, 15), (19, 6), (0, 4), (26, 4), (2, 2), (9, 2), (11, 2), (1, 1), (5, 1), (10, 1), (23, 1), (24, 1), (28, 1)]","[(9, 1.0), (19, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (5, 0.5), (10, 0.5), (11, 0.5), (14, 0.5), (23, 0.5), (24, 0.5), (26, 0.5), (28, 0.5)]","[(9, 0.0024916689275174516), (19, 0.0016935020008753711), (28, 0.0009168626314263277), (0, 0.0008078798901704884), (14, 0.0006685848911401944), (23, 0.0006393732783215998), (11, 0.0005714175136299653), (26, 0.000529997809834111), (1, 0.00037587398786178894), (24, 0.0003362776576145362), (5, 0.0002387321726589861), (2, 0.00020277181503053067), (10, 0.00012308887325782994)]","[(9, 1), (19, 0)]",9
0,seems likely,"['seems', 'likely']","[(5, 5), (28, 4), (1, 3), (12, 2), (2, 1), (10, 1), (21, 1), (19, 1)]","[(10, 1.0), (2, 0.5), (21, 0.5), (1, 0.5), (5, 0.5), (12, 0.5), (19, 0.5), (28, 0.5)]","[(28, 0.006929514069432017), (5, 0.0022553786856448037), (1, 0.002130600592127312), (12, 0.0008186439400888373), (21, 0.0004567268166322683), (2, 0.0002723081650775761), (10, 0.00023257193874936632), (19, 0.00016925229092520686)]","[(10, 1)]",10
0,variables .,"['variables', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(11, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(11, 3)]",11
0,tulip mania,"['tulip', 'mania']","[(12, 2), (2, 1)]","[(2, 1.0), (12, 1.0)]","[(12, 0.0013651958495080646), (2, 0.0003194596546490147)]","[(12, 2), (2, 1)]",12
0,distributed across,"['distributed', 'across']","[(14, 14), (10, 12), (12, 7), (5, 5), (23, 5), (7, 4), (9, 3), (1, 2), (19, 2), (24, 2), (28, 2), (17, 2), (26, 2), (27, 2), (0, 1), (2, 1), (3, 1), (4, 1), (6, 1), (8, 1), (11, 1), (13, 1), (15, 1), (30, 1)]","[(0, 1.0), (1, 1.0), (2, 1.0), (5, 1.0), (13, 1.0), (19, 1.0), (28, 1.0), (3, 0.5), (4, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (11, 0.5), (12, 0.5), (24, 0.5), (9, 0.5), (10, 0.5), (14, 0.5), (15, 0.5), (17, 0.5), (23, 0.5), (26, 0.5), (27, 0.5), (30, 0.5)]","[(27, 0.0032390866542966806), (6, 0.0024923386901710507), (23, 0.0024328927742140014), (8, 0.002211190728170048), (4, 0.002102233503883408), (7, 0.0015913780775420204), (17, 0.0015103398342320522), (28, 0.0013955093505311992), (12, 0.0012666900977740595), (10, 0.0011240833753499112), (3, 0.0009787726839942993), (15, 0.0009660433881235713), (5, 0.0009084048356839742), (9, 0.0009026962807056323), (13, 0.000812759750893632), (1, 0.0005720984220575955), (24, 0.0005617897434854964), (14, 0.00047488867991125867), (30, 0.00034095648992596634), (11, 0.00023865434644283507), (26, 0.00020167058674699307), (0, 0.00015370404221365966), (19, 0.00013634038532477517), (2, 7.715713188656269e-05)]","[(13, 1), (28, 1), (0, 0), (1, 0), (2, 0), (5, 0), (19, 0)]",13
0,forgetting highly,"['forgetting', 'highly']","[(14, 12), (13, 2), (0, 1), (4, 1), (7, 1), (11, 1)]","[(14, 1.0), (0, 0.5), (4, 0.5), (7, 0.5), (11, 0.5), (13, 0.5)]","[(4, 0.004755253495472551), (13, 0.004035823999847553), (14, 0.0010106134225490945), (7, 0.0008999245507065442), (11, 0.0005398362803349885), (0, 0.000381614900194936)]","[(14, 1)]",14
